Price,Type_of_Sale,Locality,Type_of_Property,Subtype_of_Property,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,State_of_the_Building
159000.0,,La Louvière Houdeng-Goegnies,HOUSE,HOUSE,2.0,117.0,False,0.0,,1.0,,,,,298.0,3.0,,GOOD
1245000.0,,Sint-Denijs-Westrem,HOUSE,VILLA,7.0,1038.0,False,,1.0,1.0,,,,,3130.0,4.0,,GOOD
635000.0,,Sint-Lievens-Houtem,HOUSE,HOUSE,3.0,275.0,False,,,,,,,,4794.0,4.0,,GOOD
349500.0,,Knokke-Zoute,APARTMENT,APARTMENT,1.0,46.0,True,1.0,,,,,,,,2.0,,GOOD
889000.0,,DUFFEL,HOUSE,HOUSE,5.0,335.0,False,,,1.0,,,,,0.0,,,GOOD
595000.0,,Uccle,APARTMENT,APARTMENT,3.0,183.0,True,0.0,,1.0,20.0,,,,,2.0,0.0,GOOD
198500.0,,Marche-en-Famenne,HOUSE,TOWN_HOUSE,3.0,114.0,False,,,,,1.0,274.0,274.0,274.0,,,GOOD
209000.0,,ANTWERPEN,HOUSE,MIXED_USE_BUILDING,1.0,54.0,False,,,,,,,,432.0,2.0,,GOOD
625000.0,,Kampenhout,HOUSE,MIXED_USE_BUILDING,3.0,285.0,False,0.0,,1.0,,,,,856.0,4.0,,GOOD
1175000.0,,Knokke-Zoute,APARTMENT,APARTMENT,3.0,81.0,False,,,1.0,,,,,,,,AS_NEW
330000.0,,Zele,APARTMENT,APARTMENT,3.0,140.0,True,0.0,,1.0,,,,,,3.0,0.0,AS_NEW
525000.0,,ANTWERPEN,HOUSE,APARTMENT_BLOCK,4.0,192.0,False,,,,,,,,51.0,3.0,,GOOD
358000.0,,Veldegem,HOUSE,HOUSE,3.0,,False,,,,,,,,534.0,,,GOOD
275000.0,,Kortrijk,HOUSE,HOUSE,5.0,185.0,False,0.0,,1.0,,,,,439.0,3.0,0.0,
